sitename,county,aqi,pollutant,status,so2,co,o3,o3_8hr,pm10,pm2.5,no2,nox,no,windspeed,winddirec,datacreationdate,unit,co_8hr,pm2.5_avg,pm10_avg,so2_avg,longitude,latitude,siteid
屏東(枋山),屏東縣,19,,良好,0.3,0.03,23.9,21.4,16,2,0.3,0.5,0.2,3.3,186,"2024-06-21 15:00",,0,1.8,14,0,120.651472,22.260899,313
大甲（日南國小）,臺中市,20,,良好,0.3,0.15,21.2,22.4,10,3,2,3.1,1.1,1.3,302,"2024-06-21 15:00",,0.1,3,12,0,120.65525382,24.39017512,312
新北(樹林),新北市,40,,良好,0.7,0.15,31.3,22.4,29,14,,,,0.4,238,"2024-06-21 15:00",,0.1,12.4,25,0,121.38352778,24.94902778,311
屏東（琉球）,屏東縣,27,,良好,,0.07,14.3,12.8,14,9,1.2,2.5,1.2,1.1,140,"2024-06-21 15:00",,0,8.3,14,0,120.37722,22.35222,204
臺南（麻豆）,臺南市,20,,良好,0.6,0.09,16.2,19.4,15,6,3.9,7.8,3.8,1.5,194,"2024-06-21 15:00",,0.1,6.3,17,0,120.24583056,23.17904722,203
高雄（湖內）,高雄市,18,,良好,0.1,0.08,13.7,13.3,16,2,1.7,4.6,2.9,2.7,216,"2024-06-21 15:00",,0.1,3.2,18,0,120.24535,22.87985556,202
彰化（員林）,彰化縣,23,,良好,2.1,0.14,32.1,24.0,20,7,4.6,7.8,3.1,1.5,304,"2024-06-21 15:00",,0.1,7,21,1,120.56373,23.96117,201
大城,彰化縣,20,,良好,2.4,0.03,26.3,22.3,12,0,3.2,5,1.8,5.6,267,"2024-06-21 15:00",,0,3.5,20,1,120.26964167,23.85493056,85
富貴角,新北市,27,,良好,0.3,0.08,26.9,29.9,8,2,0,0,0,3.5,250,"2024-06-21 15:00",,0.1,7.4,17,0,121.53656894,25.29681695,84
麥寮,雲林縣,21,,良好,1.6,0.07,25.4,23.5,9,3,0,0.4,0.5,4.5,245,"2024-06-21 15:00",,0.1,2.6,12,1,120.251825,23.753506,83
關山,臺東縣,15,,良好,,0.06,,13.9,6,4,1.6,2.2,0.6,3.5,212,"2024-06-21 15:00",,0,2.6,15,0,121.161933,23.045083,80
馬公,澎湖縣,18,,良好,0.8,0.08,23.7,19.3,7,0,1.1,1.6,0.4,2.3,268,"2024-06-21 15:00",,0.1,0.3,4,0,119.566158,23.569031,78
金門,金門縣,21,,良好,0.7,0.07,22.7,23.5,1,4,5,7.3,2.2,4.4,190,"2024-06-21 15:00",,0.1,4,3,0,118.312256,24.432133,77
馬祖,連江縣,25,,良好,0.7,0.07,29.2,26.6,21,12,1.5,2.5,0.9,2.9,179,"2024-06-21 15:00",,0,7.8,21,0,119.93149378,26.15188416,75
埔里,南投縣,25,,良好,,,,23.4,,10,,,,1.5,249,"2024-06-21 15:00",,0.1,7.8,13,1,120.967903,23.968842,72
復興,高雄市,12,,良好,0.4,0.09,17.6,12.0,9,2,2.3,4.7,2.3,1.8,294,"2024-06-21 15:00",,0.2,2.5,12,1,120.312017,22.608711,71
永和,新北市,50,,良好,0.7,0.37,34,29.6,19,12,15.1,18.1,2.9,3,111,"2024-06-21 15:00",,0.7,15.3,25,1,121.516306,25.017,70
竹山,南投縣,25,,良好,1.2,0.08,38.8,27.9,20,8,2.8,3.8,0.9,2.8,266,"2024-06-21 15:00",,0.1,7.7,14,0,120.677306,23.756389,69
中壢,桃園市,25,,良好,0.4,0.4,25.4,21.8,20,6,11,28.1,17.1,1.1,85,"2024-06-21 15:00",,0.6,7.8,20,,121.221667,24.953278,68
三重,新北市,41,,良好,0.3,0.47,18.8,17.3,29,10,24.2,42.1,17.9,-,-,"2024-06-21 15:00",,0.6,12.6,29,0,121.493806,25.072611,67
冬山,宜蘭縣,21,,良好,0.4,0.16,29.7,22.3,27,5,3.5,4.9,1.4,3.7,256,"2024-06-21 15:00",,0.3,6.2,21,0,121.792928,24.632203,66
宜蘭,宜蘭縣,26,,良好,0.7,0.13,28.8,28.4,17,3,3,3.9,0.9,2.4,18,"2024-06-21 15:00",,0.1,3.3,20,0,121.746394,24.747917,65
陽明,臺北市,30,,良好,0.6,0.14,31.8,29.4,17,11,2.8,3.6,0.7,1.8,340,"2024-06-21 15:00",,0.1,9.2,15,0,121.529583,25.182722,64
花蓮,花蓮縣,14,,良好,,0.09,19.2,12.6,13,3,1.4,1.8,0.4,2.9,148,"2024-06-21 15:00",,0.1,1.9,14,0,121.599769,23.971306,63
臺東,臺東縣,16,,良好,1.3,0.14,19.1,14.2,23,5,2.8,4.5,1.6,1,145,"2024-06-21 15:00",,0.1,2,16,1,121.15045,22.755358,62
恆春,屏東縣,17,,良好,0.6,0.09,17.6,18.2,13,6,0.4,0.8,0.4,3.9,171,"2024-06-21 15:00",,0,3.4,10,0,120.788928,21.958069,61
潮州,屏東縣,15,,良好,1.9,0.06,19.2,16.0,16,2,1.2,1.3,0,3.1,203,"2024-06-21 15:00",,0,2.6,15,0,120.561175,22.523108,60
屏東,屏東縣,16,,良好,0.8,0.11,19.4,16.4,18,0,2.4,3.5,1.1,3.6,195,"2024-06-21 15:00",,0.1,1,16,0,120.488033,22.673081,59
小港,高雄市,21,,良好,2,0.12,14,10.9,17,4,5.9,10.4,4.5,1.1,62,"2024-06-21 15:00",,0.1,6.6,17,2,120.337736,22.565833,58
前鎮,高雄市,14,,良好,1.2,0.09,18.1,12.8,10,1,2,4.8,2.7,2.8,195,"2024-06-21 15:00",,0.2,3,14,2,120.30833356,22.6044507,57
前金,高雄市,14,,良好,0,0.09,17.3,13.7,9,3,2.4,3.8,1.3,3.8,190,"2024-06-21 15:00",,0.1,4.4,12,1,120.28676111,22.63390278,56
左營,高雄市,29,,良好,1.1,0.1,17.5,13.4,19,11,2.8,5.4,2.6,3.7,211,"2024-06-21 15:00",,0.1,9,18,1,120.292917,22.674861,54
楠梓,高雄市,31,,良好,0.5,0.12,17.8,15.1,31,8,6,8.2,2.1,2.9,232,"2024-06-21 15:00",,0.2,9.6,28,2,120.328289,22.733667,53
林園,高雄市,17,,良好,0.5,0.08,20.7,16.1,18,5,1.9,2.7,0.8,4,190,"2024-06-21 15:00",,0,3.5,17,0,120.41175,22.4795,52
大寮,高雄市,20,,良好,0.6,0.11,18.6,14.2,28,5,3.2,5.2,2,3.1,177,"2024-06-21 15:00",,0,5,20,0,120.425311,22.56413611,51
鳳山,高雄市,19,,良好,3.4,0.25,12.4,13.5,19,0,7.6,13.8,6.2,1.4,354,"2024-06-21 15:00",,0.3,2.5,19,1,120.357422,22.628126,50
仁武,高雄市,28,,良好,0.8,0.13,20.7,18.5,21,9,6.5,10.1,3.6,3.4,221,"2024-06-21 15:00",,0.2,8.7,18,1,120.332631,22.689056,49
橋頭,高雄市,25,,良好,0.7,0.06,18.6,18.2,18,8,2.3,5,2.6,5.4,239,"2024-06-21 15:00",,0.1,7.8,19,1,120.305689,22.757506,48
美濃,高雄市,21,,良好,1.2,0.1,28.1,23.5,20,4,2,2.8,0.8,3.5,199,"2024-06-21 15:00",,0.1,3.2,17,0,120.530542,22.883583,47
臺南,臺南市,17,,良好,0.3,0.08,18.6,18.2,14,2,2.9,4.5,1.5,4.8,219,"2024-06-21 15:00",,0.1,2.2,15,0,120.21947897,22.98928311,46
安南,臺南市,18,,良好,0.4,0.11,18.6,20.0,18,6,1.2,1.8,0.6,4.6,209,"2024-06-21 15:00",,0.1,5.2,18,1,120.2175,23.048197,45
善化,臺南市,26,,良好,0.4,0.08,24.4,26.9,16,8,4.3,6.5,2.1,2.5,234,"2024-06-21 15:00",,0.1,8.1,17,0,120.29740529,23.11337642,44
新營,臺南市,24,,良好,0.8,0.11,24.7,26.9,21,8,2.8,4.8,2,3.2,251,"2024-06-21 15:00",,0.1,5.8,19,0,120.31725,23.305633,43
嘉義,嘉義市,23,,良好,1.3,0.11,34.7,25.3,21,5,3.2,4,0.8,4.7,252,"2024-06-21 15:00",,0.1,3.8,15,1,120.44125148,23.46477865,42
臺西,雲林縣,20,,良好,1,0.07,24.1,22.6,8,4,1,1.7,0.7,4.5,237,"2024-06-21 15:00",,0.1,3.9,12,0,120.19933333,23.702175,41
朴子,嘉義縣,25,,良好,0.9,0.09,19.9,19.4,33,5,,,,2.7,255,"2024-06-21 15:00",,0.1,5.5,25,1,120.2478,23.46538,40
新港,嘉義縣,23,,良好,1.4,0.06,24.7,25.6,18,5,1.9,3.4,1.4,4.2,254,"2024-06-21 15:00",,0.1,6,20,1,120.345531,23.554839,39
崙背,雲林縣,25,,良好,0.8,0.08,23.8,22.2,21,7,3.1,3.7,0.5,2.8,276,"2024-06-21 15:00",,0.1,7.7,20,0,120.348742,23.757547,38
斗六,雲林縣,26,,良好,0.9,0.14,36,28.3,20,9,2.5,3.8,1.2,2.3,269,"2024-06-21 15:00",,0.1,5,17,1,120.544994,23.711853,37
南投,南投縣,26,,良好,0.7,0.13,39.3,28.8,24,9,2.6,4.3,1.7,2.7,306,"2024-06-21 15:00",,0.1,6.7,19,0,120.685306,23.913,36
二林,彰化縣,25,,良好,1.5,0.1,27.8,24.2,12,8,2.9,4,1.1,5.1,273,"2024-06-21 15:00",,0.1,7.7,22,1,120.409653,23.925175,35
線西,彰化縣,21,,良好,0.5,0.06,24,23.1,8,1,1.1,0.8,0,4,254,"2024-06-21 15:00",,0.1,2.9,11,0,120.469061,24.131672,34
彰化,彰化縣,23,,良好,0.9,0.07,28.8,25.8,16,1,4.4,7,2.6,3.2,297,"2024-06-21 15:00",,0.1,3.6,15,1,120.541519,24.066,33
西屯,臺中市,25,,良好,1.8,0.09,31,27.4,21,5,4.2,6.6,2.4,3.4,253,"2024-06-21 15:00",,0.1,5.7,22,1,120.616917,24.162197,32
忠明,臺中市,24,,良好,1.4,0.13,33.1,27.0,14,6,4.7,7,2.3,2.4,265,"2024-06-21 15:00",,0.1,5.1,16,1,120.641092,24.151958,31
大里,臺中市,26,,良好,1.3,0.11,36.3,28.5,13,6,4.5,4.6,0,4.2,273,"2024-06-21 15:00",,0.1,8.1,16,1,120.67844444,24.09961111,30
沙鹿,臺中市,19,,良好,0.5,0.09,23.8,21.0,16,6,1.9,3.6,1.6,3.8,244,"2024-06-21 15:00",,0.1,4.1,16,0,120.568794,24.225628,29
豐原,臺中市,30,,良好,1.6,0.15,39,32.2,15,6,4.8,6.6,1.8,3.5,254,"2024-06-21 15:00",,0.1,5.8,16,1,120.74252414,24.25699731,28
三義,苗栗縣,25,,良好,1.9,0.17,23.3,24.2,14,7,5.2,8.7,3.4,2.6,237,"2024-06-21 15:00",,0.1,7.6,13,1,120.75956754,24.38248443,27
苗栗,苗栗縣,26,,良好,1.1,0.07,29.5,28.4,9,6,2.7,3.9,1.2,2.7,265,"2024-06-21 15:00",,0.1,5.9,12,1,120.82011468,24.56499183,26
頭份,苗栗縣,23,,良好,0.8,0.11,27.6,25.5,15,4,1.9,3.8,1.9,4.2,255,"2024-06-21 15:00",,0.1,4.5,16,1,120.89869286,24.69690679,25
新竹,新竹市,19,,良好,0.8,0.12,21.2,21.9,6,1,4.7,7.2,2.4,2.8,248,"2024-06-21 15:00",,0.1,2.4,10,1,120.97236752,24.8056356,24
竹東,新竹縣,27,,良好,0.4,0.1,31.5,29.4,11,4,3.2,3.9,0.7,2.2,290,"2024-06-21 15:00",,0.1,5.3,16,0,121.08895493,24.74091408,23
湖口,新竹縣,27,,良好,0.6,0.08,21.9,24.9,10,6,1.4,2.4,0.9,4.1,255,"2024-06-21 15:00",,0.1,8.3,13,0,121.03886894,24.90009696,22
龍潭,桃園市,31,,良好,1.4,0.12,40.3,33.9,18,10,4.8,5.8,0.9,3.8,262,"2024-06-21 15:00",,0.1,6.3,17,1,121.21645772,24.86400048,21
平鎮,桃園市,26,,良好,0,0.11,28.5,28.3,15,3,5.2,6.8,1.6,2.7,278,"2024-06-21 15:00",,0.1,5,18,0,121.203986,24.952786,20
觀音,桃園市,20,,良好,0.1,0.03,19.6,22.3,5,2,1,1.9,0.9,4.2,250,"2024-06-21 15:00",,0,5.9,9,0,121.08283092,25.03556747,19
大園,桃園市,22,,良好,0.2,0.09,22.5,24.2,6,1,2.5,4.5,1.9,5,238,"2024-06-21 15:00",,0.1,5,11,0,121.20251473,25.06100357,18
桃園,桃園市,28,,良好,0.9,0.13,33.6,31.0,11,1,4.8,6.4,1.6,2.3,273,"2024-06-21 15:00",,0.1,4.2,15,0,121.30500531,24.9947107,17
大同,臺北市,52,二氧化氮,普通,1,1,14.4,17.7,28,11,32.8,63.7,30.8,-,-,"2024-06-21 15:00",,1.1,12.8,26,1,121.51342074,25.06331455,16
松山,臺北市,41,,良好,0.4,0.23,37.7,35.4,21,16,12.4,13.6,1.2,2.3,203,"2024-06-21 15:00",,0.2,12.7,23,0,121.578611,25.05,15
古亭,臺北市,44,,良好,0.9,0.29,31.5,38.0,24,18,19.9,23,3.1,4.7,101,"2024-06-21 15:00",,0.2,13.5,24,0,121.529556,25.020608,14
萬華,臺北市,35,,良好,0,0.33,27.7,33.5,24,9,21.8,24.4,2.6,2.5,174,"2024-06-21 15:00",,0.3,9.9,28,0,121.507972,25.046503,13
中山,臺北市,44,,良好,0.3,0.33,27.5,32.6,30,15,18.5,22.1,3.6,4.8,156,"2024-06-21 15:00",,0.3,13.7,26,0,121.526528,25.062361,12
士林,臺北市,43,,良好,0.2,0.15,31.8,32.1,28,13,8.5,11.2,2.7,3.4,326,"2024-06-21 15:00",,0.2,13.2,29,0,121.51666356,25.10334003,11
淡水,新北市,36,,良好,1.4,0.05,22.8,28.2,16,2,2.3,3.4,1,2.7,310,"2024-06-21 15:00",,0.1,5.6,36,1,121.449239,25.1645,10
林口,新北市,28,,良好,0.8,0.11,35.6,30.6,21,8,5.5,6.7,1.1,3.4,268,"2024-06-21 15:00",,0.1,8,21,0,121.36548982,25.07798949,9
菜寮,新北市,41,,良好,1.1,0.26,41.1,35.6,29,13,11,12.7,1.6,4.7,146,"2024-06-21 15:00",,0.3,12.5,27,0,121.481028,25.06895,8
新莊,新北市,38,,良好,0.4,0.14,41.8,34.5,29,11,6.6,7.7,1.1,3.5,114,"2024-06-21 15:00",,0.2,11.7,32,0,121.4325,25.037972,7
板橋,新北市,33,,良好,1.4,0.26,45.6,37.0,19,9,10.1,11.8,1.7,3.4,120,"2024-06-21 15:00",,0.2,10.2,24,0,121.458667,25.012972,6
土城,新北市,44,,良好,1,0.22,,31.4,29,11,7.9,8.8,0.8,2.2,138,"2024-06-21 15:00",,0.2,13.4,24,0,121.451861,24.982528,5
新店,新北市,43,,良好,1.5,0.24,54.6,47.0,21,14,9.9,11.5,1.6,2.5,67,"2024-06-21 15:00",,0.2,13.2,23,0,121.537778,24.977222,4
萬里,新北市,28,,良好,0.8,0.15,46.8,30.7,15,4,3.7,4.9,1.2,0.8,36,"2024-06-21 15:00",,0.1,4.9,16,0,121.689881,25.179667,3
汐止,新北市,37,,良好,1.7,,,37.8,19,,7.6,9.6,1.9,1.1,7,"2024-06-21 15:00",,0.6,11.5,18,1,121.64081,25.06624,2
基隆,基隆市,28,,良好,1.4,0.15,46.7,30.8,20,4,1.7,2.5,0.7,1.3,91,"2024-06-21 15:00",,0.2,4.5,17,1,121.760056,25.129167,1
屏東(枋山),屏東縣,18,,良好,0.2,0.03,24.8,19.4,20,3,0.2,0.4,0.2,4,185,"2024-06-21 14:00",,0,1.8,13,0,120.651472,22.260899,313
大甲（日南國小）,臺中市,19,,良好,0.3,0.15,23.6,20.6,14,2,1.4,2,0.6,1.2,295,"2024-06-21 14:00",,0.2,2.7,13,0,120.65525382,24.39017512,312
新北(樹林),新北市,35,,良好,0.9,0.18,27.8,18.5,29,17,,,,0.5,20,"2024-06-21 14:00",,0.2,10.9,22,0,121.38352778,24.94902778,311
屏東（琉球）,屏東縣,25,,良好,0.3,0.06,15.2,11.8,17,10,1,2.4,1.4,1.2,136,"2024-06-21 14:00",,0,7.7,14,0,120.37722,22.35222,204
臺南（麻豆）,臺南市,23,,良好,0.8,0.1,17.6,17.8,17,5,3.6,7.2,3.5,1.5,203,"2024-06-21 14:00",,0.1,7,18,0,120.24583056,23.17904722,203
高雄（湖內）,高雄市,19,,良好,0.1,0.08,15.9,11.9,18,0,1.4,3.8,2.4,3.4,231,"2024-06-21 14:00",,0.1,3.7,19,0,120.24535,22.87985556,202
彰化（員林）,彰化縣,22,,良好,2.2,0.16,29.1,21.2,29,7,6.7,10.5,3.7,1.3,311,"2024-06-21 14:00",,0.1,6.7,21,1,120.56373,23.96117,201
大城,彰化縣,21,,良好,3.7,0.04,26.9,19.6,32,0,5.6,8.9,3.2,5.4,270,"2024-06-21 14:00",,0,4.5,21,1,120.26964167,23.85493056,85
富貴角,新北市,29,,良好,0.6,0.09,32.7,28.0,19,6,0.3,0.2,0,3.5,258,"2024-06-21 14:00",,0.1,8.9,20,0,121.53656894,25.29681695,84
麥寮,雲林縣,19,,良好,1.7,0.07,28,20.9,11,3,0,0.1,0.4,4.2,244,"2024-06-21 14:00",,0.1,2.7,13,1,120.251825,23.753506,83
關山,臺東縣,18,,良好,,0.07,18.9,12.4,20,3,1.5,2.3,0.8,3.8,219,"2024-06-21 14:00",,0,2.3,18,0,121.161933,23.045083,80
馬公,澎湖縣,16,,良好,0.7,0.08,26.2,17.9,3,0,1.2,1.8,0.6,2.1,268,"2024-06-21 14:00",,0.1,0.3,3,0,119.566158,23.569031,78
金門,金門縣,19,,良好,1.3,0.13,30.6,21.8,3,4,4,5.6,1.5,3.2,186,"2024-06-21 14:00",,0.1,3.9,4,0,118.312256,24.432133,77
馬祖,連江縣,22,,良好,0.5,0.07,30.6,24.6,29,7,1.1,1.8,0.7,3.2,186,"2024-06-21 14:00",,0,6.9,21,0,119.93149378,26.15188416,75
埔里,南投縣,25,,良好,1,0.11,30.5,20.9,12,,0.9,2.3,1.3,3.2,296,"2024-06-21 14:00",,0.1,7.6,14,1,120.967903,23.968842,72
復興,高雄市,13,,良好,0.5,0.11,15.8,10.2,14,0,3.8,7.4,3.5,1.9,302,"2024-06-21 14:00",,0.2,2.7,13,1,120.312017,22.608711,71
永和,新北市,48,,良好,1.1,0.69,32.9,25.9,39,16,21.7,30.1,8.4,2.4,42,"2024-06-21 14:00",,0.7,14.9,25,1,121.516306,25.017,70
竹山,南投縣,24,,良好,1,0.08,40.1,23.5,15,7,1.9,2.8,0.9,2.9,264,"2024-06-21 14:00",,0.1,7.5,12,0,120.677306,23.756389,69
中壢,桃園市,27,,良好,0.8,0.33,28.8,19,21,8,14.6,31.7,17.1,1.6,52,"2024-06-21 14:00",,0.7,8.3,19,,121.221667,24.953278,68
三重,新北市,44,,良好,0.6,0.41,16.4,15.0,44,15,26.6,52.4,25.8,-,-,"2024-06-21 14:00",,0.6,13.6,30,0,121.493806,25.072611,67
冬山,宜蘭縣,23,,良好,0.5,0.12,21.7,18.9,9,1,2,4.2,2.1,2.1,157,"2024-06-21 14:00",,0.3,7.2,21,0,121.792928,24.632203,66
宜蘭,宜蘭縣,24,,良好,0.7,0.14,33.9,26.1,16,2,2.1,3.1,0.9,2.6,7,"2024-06-21 14:00",,0.1,3.5,22,0,121.746394,24.747917,65
陽明,臺北市,27,,良好,0.6,0.15,38.2,26.6,21,13,3.1,3.8,0.7,2.8,350,"2024-06-21 14:00",,0.1,8.3,15,0,121.529583,25.182722,64
花蓮,花蓮縣,13,,良好,0,0.1,16,9.8,22,1,1.4,2.1,0.6,4,167,"2024-06-21 14:00",,0.1,1.7,13,0,121.599769,23.971306,63
臺東,臺東縣,14,,良好,1.1,0.12,18.5,12.1,17,0,2.4,4.3,1.8,2.5,155,"2024-06-21 14:00",,0.1,1.2,14,0,121.15045,22.755358,62
恆春,屏東縣,16,,良好,0.6,0.09,23.5,17.4,10,1,0.5,0.9,0.4,3.8,178,"2024-06-21 14:00",,0,2.7,9,0,120.788928,21.958069,61
潮州,屏東縣,15,,良好,,0.06,18.7,14.1,16,1,1.4,1.4,0,4,193,"2024-06-21 14:00",,0,2.5,15,0,120.561175,22.523108,60
屏東,屏東縣,16,,良好,0.7,0.1,20,14.4,18,0,2.4,3.8,1.3,4.4,220,"2024-06-21 14:00",,0.1,1.2,16,0,120.488033,22.673081,59
小港,高雄市,22,,良好,1,0.09,14,9.5,18,8,5,9.3,4.2,1.6,75,"2024-06-21 14:00",,0.1,6.9,16,2,120.337736,22.565833,58
前鎮,高雄市,15,,良好,1.2,0.1,16.8,10.9,16,0,3.6,7.7,4,3.3,198,"2024-06-21 14:00",,0.2,3.4,15,2,120.30833356,22.6044507,57
前金,高雄市,14,,良好,0.3,0.09,16.4,12.1,16,6,3.4,5.9,2.5,4.2,182,"2024-06-21 14:00",,0.1,4.4,13,1,120.28676111,22.63390278,56
左營,高雄市,26,,良好,1.2,0.1,16,11.8,13,11,4.4,8.2,3.8,3.5,216,"2024-06-21 14:00",,0.1,8,18,1,120.292917,22.674861,54
楠梓,高雄市,31,,良好,2.5,0.21,21.5,12.4,30,8,9.8,12.7,2.9,3.2,232,"2024-06-21 14:00",,0.2,9.7,28,2,120.328289,22.733667,53
林園,高雄市,16,,良好,0.5,0.08,18.4,14.2,16,5,1.7,2.5,0.8,4.6,191,"2024-06-21 14:00",,0,3.2,16,0,120.41175,22.4795,52
大寮,高雄市,19,,良好,0.5,0.09,17.7,12.0,21,3,1.4,2.9,1.5,3.4,176,"2024-06-21 14:00",,0,5,19,0,120.425311,22.56413611,51
鳳山,高雄市,18,,良好,4.7,0.38,15.7,12.3,20,1,8.8,14.2,5.3,1.5,297,"2024-06-21 14:00",,0.3,3.3,18,1,120.357422,22.628126,50
仁武,高雄市,27,,良好,2.9,0.21,22.1,16.6,17,9,8.1,12.5,4.4,3.2,207,"2024-06-21 14:00",,0.2,8.4,17,1,120.332631,22.689056,49
橋頭,高雄市,25,,良好,1.1,0.07,21.3,16.2,25,11,4.5,7.2,2.6,6.6,233,"2024-06-21 14:00",,0.1,7.7,19,1,120.305689,22.757506,48
美濃,高雄市,19,,良好,1,0.1,29.2,20.6,21,3,2,2.8,0.7,3.9,224,"2024-06-21 14:00",,0.1,3.2,15,0,120.530542,22.883583,47
臺南,臺南市,17,,良好,0.5,0.08,18.9,16.4,14,2,3,4.5,1.5,4.5,216,"2024-06-21 14:00",,0.1,2.7,17,0,120.21947897,22.98928311,46
安南,臺南市,18,,良好,0.5,0.11,19.3,18.1,15,3,1.5,2.2,0.7,4.8,220,"2024-06-21 14:00",,0.2,5.2,18,1,120.2175,23.048197,45
善化,臺南市,27,,良好,0.8,0.09,30.1,24.3,21,9,4.9,6.5,1.6,3,223,"2024-06-21 14:00",,0.1,8.2,17,0,120.29740529,23.11337642,44
新營,臺南市,22,,良好,1,0.17,35.9,24.5,23,6,3.3,5.2,1.8,3,252,"2024-06-21 14:00",,0.1,5.2,18,0,120.31725,23.305633,43
嘉義,嘉義市,19,,良好,1.4,0.14,49.8,21.3,18,5,3.8,4.8,0.9,3.9,251,"2024-06-21 14:00",,0.1,3.3,13,0,120.44125148,23.46477865,42
臺西,雲林縣,19,,良好,1,0.07,26,20.2,11,4,0.7,1.1,0.4,4.3,236,"2024-06-21 14:00",,0.1,4,14,0,120.19933333,23.702175,41
朴子,嘉義縣,24,,良好,0.8,0.09,20.7,16.5,25,6,,,,2.7,245,"2024-06-21 14:00",,0.1,5.5,24,1,120.2478,23.46538,40
新港,嘉義縣,21,,良好,1.6,0.06,27.5,23.6,23,5,1.6,2.7,1,4.4,247,"2024-06-21 14:00",,0.1,6.6,20,1,120.345531,23.554839,39
崙背,雲林縣,25,,良好,0.9,0.09,24.1,19.6,26,9,2.1,2.5,0.3,2.6,272,"2024-06-21 14:00",,0.1,7.7,19,0,120.348742,23.757547,38
斗六,雲林縣,22,,良好,1.1,0.14,39.6,24.4,19,5,2.8,4,1.2,3.2,258,"2024-06-21 14:00",,0.1,4.2,15,1,120.544994,23.711853,37
南投,南投縣,22,,良好,0.8,0.16,46.1,24.3,25,10,2.8,4.8,2,1.9,247,"2024-06-21 14:00",,0.1,5.5,18,0,120.685306,23.913,36
二林,彰化縣,26,,良好,2,0.13,25.1,21.4,20,8,3.6,4.9,1.3,5.1,271,"2024-06-21 14:00",,0.1,8.1,25,1,120.409653,23.925175,35
線西,彰化縣,19,,良好,0.6,0.06,24.6,21.1,9,2,1.1,1.4,0.3,3.8,256,"2024-06-21 14:00",,0.1,3.5,12,0,120.469061,24.131672,34
彰化,彰化縣,21,,良好,0.9,0.07,28.6,23.3,18,5,4.4,8.4,4,2.8,308,"2024-06-21 14:00",,0.1,3.8,15,1,120.541519,24.066,33
西屯,臺中市,22,,良好,2,0.1,36.1,24.1,24,7,4.3,6.1,1.8,3.2,265,"2024-06-21 14:00",,0.1,5.8,21,1,120.616917,24.162197,32
忠明,臺中市,21,,良好,1.5,0.15,36.9,23.0,18,8,4.5,6.4,1.9,2.4,251,"2024-06-21 14:00",,0.1,4.3,16,1,120.641092,24.151958,31
大里,臺中市,28,,良好,1.5,0.12,41.2,24.6,16,8,4.9,5,0.1,4.4,267,"2024-06-21 14:00",,0.1,8.7,16,1,120.67844444,24.09961111,30
沙鹿,臺中市,16,,良好,0.4,0.09,23.8,17.8,23,3,2.1,3.8,1.6,4.2,257,"2024-06-21 14:00",,0.1,4.3,16,0,120.568794,24.225628,29
豐原,臺中市,26,,良好,1.5,0.17,46.4,28.8,24,7,4.7,6,1.3,4,265,"2024-06-21 14:00",,0.1,5.5,16,1,120.74252414,24.25699731,28
三義,苗栗縣,26,,良好,1.5,0.14,,22.0,20,11,5.5,8.1,2.6,2.5,222,"2024-06-21 14:00",,0.1,7.9,13,1,120.75956754,24.38248443,27
苗栗,苗栗縣,23,,良好,1.2,0.05,31.7,25.8,11,6,5.2,7.9,2.7,3,241,"2024-06-21 14:00",,0.1,5.2,12,1,120.82011468,24.56499183,26
頭份,苗栗縣,20,,良好,0.8,0.1,26,23.0,15,6,1.8,4,2.1,3.3,262,"2024-06-21 14:00",,0.1,4.3,18,1,120.89869286,24.69690679,25
新竹,新竹市,19,,良好,1.1,0.13,21.7,20.1,9,0,6.3,9.4,3,3.4,251,"2024-06-21 14:00",,0.1,3,11,1,120.97236752,24.8056356,24
竹東,新竹縣,23,,良好,0.8,0.11,36.5,25.9,16,6,3.9,4.8,0.9,2.5,257,"2024-06-21 14:00",,0.1,5,16,0,121.08895493,24.74091408,23
湖口,新竹縣,29,,良好,0.6,0.08,23.5,22.3,11,9,2.1,3.4,1.2,4.3,249,"2024-06-21 14:00",,0.1,8.8,14,0,121.03886894,24.90009696,22
龍潭,桃園市,26,,良好,2,0.15,47.9,29.0,19,7,6.5,7.7,1.2,4,260,"2024-06-21 14:00",,0.1,5,16,0,121.21645772,24.86400048,21
平鎮,桃園市,23,,良好,0.2,0.13,35.6,25.4,21,7,5.9,7.1,1.2,3.6,274,"2024-06-21 14:00",,0.1,5.1,18,0,121.203986,24.952786,20
觀音,桃園市,21,,良好,0,0.03,23.7,20.8,6,4,1.2,2.3,1,4.9,261,"2024-06-21 14:00",,0,6.5,11,0,121.08283092,25.03556747,19
大園,桃園市,20,,良好,0.5,0.1,26.1,22.4,10,6,3,4.9,1.9,5.8,251,"2024-06-21 14:00",,0.1,5.6,12,0,121.20251473,25.06100357,18
桃園,桃園市,25,,良好,1.2,0.14,41,27.7,24,3,5.2,6.6,1.3,2.8,292,"2024-06-21 14:00",,0.1,4.7,15,0,121.30500531,24.9947107,17
大同,臺北市,43,,良好,0.9,0.56,30,16.0,28,15,17.1,24.4,7.2,-,-,"2024-06-21 14:00",,1.1,13.2,25,1,121.51342074,25.06331455,16
松山,臺北市,36,,良好,0.7,0.22,46.2,30.1,28,14,10.2,11.1,0.9,2.4,45,"2024-06-21 14:00",,0.2,11.2,22,0,121.578611,25.05,15
